Player_ID,Team_ID,Player,First Name,Last Name,PPG,APG,RPG,SPG,3P%
234,43,Chuck O'Bannon Jr.,Chuck,O'Bannon,13.5,2,5.5,2.5,0.385
231,3,Christian Braun,Christian,Braun,13.5,4,6.5,1,0.714
27,2,Christian Koloko,Christian,Koloko,22.5,4,12.5,0.5,0
366,21,Christian Bishop,Christian,Bishop,10.5,0,5,0.5,0
621,63,Christian Ings,Christian,Ings,5,2,3,2,0.2
635,12,Chris Lykes,Chris,Lykes,4.5,0,0,0,0
572,26,Chris Knight,Chris,Knight,6,0,3,1,0
400,33,Chevez Goodwin,Chevez,Goodwin,10,0,6,0,0
201,1,Chet Holmgren,Chet,Holmgren,14,3.5,13,1,0
753,39,Charlie Easley,Charlie,Easley,2,2,1,0,0
153,44,Charlie Moore,Charlie,Moore,15.5,6,6,3.5,0.429
497,66,Charles Pride,Charles,Pride,8,0,8,2,0
677,37,Charles Bediako,Charles,Bediako,4,0,0,0,0
534,32,Chandler Jacobs,Chandler,Jacobs,7,1,2,2,0
290,10,Caleb Daniels,Caleb,Daniels,12,1,5,0.5,0.444
548,35,Caleb Houstan,Caleb,Houstan,6.5,1,4,0.5,0.273
223,28,Caleb Love,Caleb,Love,14,1.5,3,0.5,0.412
24,36,Caleb McConnell,Caleb,McConnell,23,2,11,1,0.667
550,51,Caleb Grill,Caleb,Grill,6.5,1,3,1.5,0.214
394,67,Caleb Asberry,Caleb,Asberry,10,3,6,1,0.25
111,8,Bryson Williams,Bryson,Williams,17,2,2.5,1,0.444
244,67,Bryson Etienne,Bryson,Etienne,13,0.5,3,1.5,0.429
665,32,Broc Finstuen,Broc,Finstuen,4,2,5,1,0
504,67,Brison Gresham,Brison,Gresham,7.5,0.5,8.5,0.5,0
618,48,Brendan Wenzel,Brendan,Wenzel,5,0,4,1,0.2
776,10,Brandon Slater,Brandon,Slater,1.5,1,2.5,1,0
486,41,Brandon Murray,Brandon,Murray,8,1,3,2,0.25
427,60,Brandon Huffman,Brandon,Huffman,9,0,7,0,0
10,28,Brady Manek,Brady,Manek,27,2.5,8,0,0.5
222,26,Braden Norris,Braden,Norris,14,2,3,1,0.364
455,23,Brad Davison,Brad,Davison,8,4,3,2,0.25
721,33,Boogie Ellis,Boogie,Ellis,3,1,3,1,0.25
285,47,Blake Wesley,Blake,Wesley,12.3,1.7,5,1.7,0
756,59,Bez Mbeng,Bez,Mbeng,2,3,3,0,0
20,2,Bennedict Mathurin,Bennedict,Mathurin,24,2,6.5,1,0.333
59,46,Ben Shungu,Ben,Shungu,20,1,6,0,0.4
89,39,Baylor Scheierman,Baylor,Scheierman,18,3,10,0,0.375
425,2,Azuolas Tubelis,Azuolas,Tubelis,9,0.5,4.5,1,0
97,59,Azar Swain,Azar,Swain,18,2,3,1,0.333
549,12,Au'Diese Toney,Au'Diese,Toney,6.5,0,3.5,0,0.333
79,22,Arthur Kaluma,Arthur,Kaluma,18,2,9,1,0.312
129,28,Armando Bacot,Armando,Bacot,16,3.5,13,1,0
596,1,Anton Watson,Anton,Watson,5,2,5,1,0
84,64,Anthony Holland,Anthony,Holland,18,0,8,1,0.5
132,1,Andrew Nembhard,Andrew,Nembhard,16,8,3.5,0.5,0.533
64,21,Andrew Jones,Andrew,Jones,19,1,3.5,1.5,0.5
264,61,Andrew Carr,Andrew,Carr,13,1,3,0,1
703,62,Andrew Welage,Andrew,Welage,3,1.5,1.5,0,0.333
557,18,Andre Jackson,Andre,Jackson,6,4,2,1,0
681,54,Andre Gustavson,Andre,Gustavson,3.5,0.5,3.5,0,0
662,56,Amin Adamu,Amin,Adamu,4,2,3,1,0
595,51,Aljaz Kunc,Aljaz,Kunc,5,1,5,1.5,0.333
628,55,Ali Ali,Ali,Ali,5,1,1,1,0.25
323,16,Alfonso Plummer,Alfonso,Plummer,11.5,0.5,2,1,0.333
797,34,Alexis Yetna,Alexis,Yetna,0,1,3,1,0
154,22,Alex O'Connell,Alex,O'Connell,15.5,2.5,5,1.5,0.364
291,14,Alex Ducas,Alex,Ducas,12,0.5,4.5,1.5,0.4
250,39,Alex Arians,Alex,Arians,13,2,7,0,0.333
413,20,Alex Lomax,Alex,Lomax,9,5,4,0.5,0.5
771,26,Aher Uguak,Aher,Uguak,2,1,0,1,0
371,8,Adonis Arms,Adonis,Arms,10,3.5,6,0.5,0.75
438,66,Adham Eleeda,Adham,Eleeda,9,0,7,1,0.25
382,18,Adama Sanogo,Adama,Sanogo,10,3,8,3,0
65,9,Adam Flagler,Adam,Flagler,19,2.5,1.5,0.5,0.312
623,25,Adam Seiko,Adam,Seiko,5,0,2,1,0.25
57,19,Abu Kigab,Abu,Kigab,20,2,3,2,0.4
708,56,Abdul Mohamed,Abdul,Mohamed,3,1,3,1,0
676,46,Aaron Deloney,Aaron,Deloney,4,0,2,0,0
448,11,"A.J. Griffin, Jr.",A.J.,"Griffin,",8.5,1,4.5,0,0.3
337,27,A.J. Hoggard,A.J.,Hoggard,11,3,3,0,0
241,40,A.J. Durham,A.J.,Durham,13,4.5,6,0.5,0.444
416,40,A.J. Reeves,A.J.,Reeves,9,4,2.5,0,0.5
788,53,A.J. Caldwell,A.J.,Caldwell,1,0,3,0,0
644,67,A.J. Lawson,A.J.,Lawson,4,2.5,5.5,0,0
